id,English,Russian,French,German,Spanish,Italian,Portuguese,ChineseSimplified,Turkish,Japanese,Korean,Arabic
InAppPurchaseFailureReasonUnknownHeader,Purchase problem not recognized,Неизвестная проблема с покупкой,Problème d'achat non reconnu,Zahlungsproblem wurde nicht erkannt.,Problema no identificado con el pago,Problema relativo all'acquisto non identificato,Problema de compra não reconhecido,购买问题无法识别,Satın alma problemi tespit edilemedi,購入の問題が認識されません,알 수 없는 구매 오류,لم يتم التعرف على مشكلة الشراء.
InAppPurchaseFailureReasonUnknownMessage,Please try again later and contact our support team if problem persists.,"Пожалуйста, попробуйте совершить покупку позже, или свяжитесь со службой поддержки если проблема повторяется снова.",Veuillez réessayer plus tard et contacter notre équipe d'assistance si le problème persiste.,"Bitte versuche es später erneut und kontaktiere unser Support-Team, wenn das Problem weiter besteht.",Vuelve a intentarlo más tarde y ponte en contacto con nuestro equipo de atención al cliente si persiste el problema.,Ti preghiamo di riprovare più tardi e di contattare l'assistenza clienti se il problema persiste.,Tente novamente mais tarde e entre em contato com a nossa equipe de suporte se o problema persistir.,请稍后再试，如果问题仍然存在，请与我们的客户支持团队联系。,Lütfen daha sonra yeniden deneyin ve sorun devam ederse destek ekibimizle irtibat kurun.,問題が解決しない場合は、後でもう一度実行するか、サポートチームに連絡してください。,"나중에 다시 시도하고, 문제가 지속되면 저희 지원팀에 문의하세요.",الرجاء المحاولة لاحقاً وتواصل مع فريق الدعم إذا استمرت المشكلة.
inAppPurchaseNotAvailableHeader,In-app purchases,Внутриигровые покупки,Achats intégrés,In-App-Kauf,Compras desde la aplicación,Acquisti In-App,Compras dentro do aplicativo,应用内购买,Uygulama içi satışlar,アプリ内購入,앱 내 구매,الشراء داخل التطبيق
inAppPurchaseNotAvailableMessage,In-app purchases are not available yet.\nPlease try again later...,Внутриигровые покупки пока не доступны.\nПопробуйте позже...,Les achats intégrés ne sont pas encore disponibles.\nVeuillez réessayer plus tard...,In-App-Käufe sind noch nicht verfügbar.\nBitte versuche es später erneut ...,Las compras desde la aplicación no están disponibles todavía.\nVuelve a intentarlo más tarde.,Gli acquisti In-App non sono ancora disponibili.\nTi preghiamo di riprovare più tardi...,Compras dentro do aplicativo ainda não estão disponíveis.\nTente novamente mais tarde...,应用内购买功能暂时不可用。\n请稍后再试…,Uygulama içi satışlar henüz mevcut değil.\nLütfen daha sonra yeniden dene...,アプリ内購入はまだ利用できません。\n後でもう一度試してください...,앱 내 구매를 아직 진행할 수 없습니다.\n나중에 다시 시도하세요…,الشراء داخل التطبيق غير متوفر بعد.  الرجاء المحاولة مجدداً لاحقاً...
InAppPurchaseFailureReasonUnavailableHeader,Product is unavailable,Продукт недоступен,Le produit est indisponible,Produkt nicht verfügbar,El producto no está disponible,Prodotto non disponibile,O produto está indisponível,商品不可用,Ürün mevcut değil,製品は使用できません,제품 없음,المنتج غير متوفر
InAppPurchaseFailureReasonUnavailableMessage,Could not proceed with purchase. Please contact Support team,"Не удалось провести покупку. Пожалуйста, обратитесь в службу поддеркжи.",Impossible de procéder à l'achat. S'il vous plaît contacter l'équipe d'assistance,Konnte nicht mit dem Kauf fortzufahren. Bitte kontaktieren Sie den Support-Team,"No se pudo proceder a la compra. Por favor, póngase en contacto con el equipo de apoyo",Impossibile procedere con l'acquisto. Si prega di contattare il team di supporto,Não foi possível proceder à compra. Entre em contato com equipe de Suporte,无法与购买进行。请联系支持团队,satın alma işlemine devam edilemedi. Destek ekibine başvurun,購入を進めることができませんでした。サポートチームにお問い合わせください,구매를 진행 할 수 없습니다. 지원 팀에 문의하십시오,لا يمكن المضي قدما في شراء. يرجى الاتصال بفريق دعم
InAppPurchaseFailureReasonErrorHeader,Purchase Error,Ошибка,Erreur d'achat,Kauf Fehler,compra de error,Acquisto Errore,Erro de compra,购买时出错,Satın alma hatası,購入のエラー,구매 오류,خطأ شراء
InAppPurchaseFailureReasonErrorMessage,Could not proceed with purchase. Please contact Support team,"Не удалось провести покупку. Пожалуйста, обратитесь в службу поддеркжи.",Impossible de procéder à l'achat. S'il vous plaît contacter l'équipe d'assistance,Konnte nicht mit dem Kauf fortzufahren. Bitte kontaktieren Sie den Support-Team,"No se pudo proceder a la compra. Por favor, póngase en contacto con el equipo de apoyo",Impossibile procedere con l'acquisto. Si prega di contattare il team di supporto,Não foi possível proceder à compra. Entre em contato com equipe de Suporte,无法与购买进行。请联系支持团队,satın alma işlemine devam edilemedi. Destek ekibine başvurun,購入を進めることができませんでした。サポートチームにお問い合わせください,구매를 진행 할 수 없습니다. 지원 팀에 문의하십시오,لا يمكن المضي قدما في شراء. يرجى الاتصال بفريق دعم
StartupErrorSaveParsinfError,Couldn't load game progress. Please Contact Support to resolve this issue.,"Не удалось загрузить игровой прогресс. Пожалуйста, обратитесь в поддержку для решение этой проблемы!",Impossible de charger la progression du jeu. S'il vous plaît contacter l'assistance pour résoudre ce problème.,"Kann nicht Spielfortschritt laden. Bitte kontaktieren Sie Support, um dieses Problem zu beheben.",No se pudo cargar el progreso del juego. Contacte con el soporte para resolver este problema.,Impossibile caricare i progressi di gioco. Si prega di contattare l'assistenza per risolvere questo problema.,Não foi possível carregar o progresso do jogo. Contacte o suporte para resolver este problema.,无法加载游戏进度。请联系技术支持来解决这个问题。,oyun ilerleme yüklenemedi. Bu sorunu çözmek için Destek'e başvurun.,ゲームの進行状況をロードできませんでした。この問題を解決するためにサポートに連絡してください。,게임 진행을로드 할 수 없습니다. 이 문제를 해결하려면 지원 센터에 문의하시기 바랍니다.,لا يمكن تحميل تقدم اللعبة. يرجى الاتصال بالدعم لحل هذه المشكلة.
laneQuestApplyForChamp,<color=#0080B0FF>Apply for Championship</color>,Принять Участие,<color=#0080B0FF>Concourir pour le Championnat</color>,<color=#0080B0FF>Melde dich für die Weltmeisterschaft an</color>,<color=#0080B0FF>Presentarse a campeonato</color>,<color=#0080B0FF>Iscriviti al campionato</color>,<color=#0080B0FF>Fazer inscrição no campeonato</color>,<color=#0080B0FF>锦标赛报名</color>,<color=#0080B0FF>Şampiyonaya Başvur</color>,<color=#0080B0FF>チャンピオンシップに申し込む</color=#0080B0FF>,<color=#0080B0FF>챔피언쉽 신청</color>,<color=#0080B0FF>التقدم للبطولة</color>
laneQuestEventsDuration,Event Duration:,Длительность Соревнования,Durée de l'événement:,Dauer des Events:,Duración del evento:,Durata dell'evento:,Duração do evento:,赛事时间：,Etkinlik Süresi:,イベント期間:,이벤트 기간:,مدة الفعالية
laneQuestRequiredPros,Following professionals are required for this Event:,Для этого соревнования требуются\nследующие спортсмены:,Les Professionnels suivants sont nécessaires pour cet Événement :,Du benötigst die folgenden Profis für dieses Event:,Se necesitan los siguientes profesionales para este evento:,Per questo evento sono necessari i seguenti Professionisti:,Os seguintes profissionais são necessários para este evento:,此赛事要求以下专业选手：,Bu Etkinlik için şu profesyonellere ihtiyacın var:,このイベントには以下のプロが必要です：,이 이벤트에는 다음 프로 선수들이 필요합니다:,المحترفون المطلوبون لهذه الفعالية:
laneQuestCompleted,Completed!,Завершено!,Terminé !,Abgeschlossen!,¡Completado!,Completato!,Concluído!,已完成！,Tamamlandı!,完了！,완료!,اكتملت!
laneQuestSuccesfulyParticipated,You have successfully participated in all events,Вы успешно приняли участие \nво всех Спортивных Событиях,Vous avez participé à tous les événements avec succès,Du hast erfolgreich an allen Events teilgenommen,Has participado con éxito en todos los eventos,Hai partecipato con successo a tutti gli eventi,Você participou com sucesso de todos os eventos,你已成功参加所有赛事,Bütün etkinliklere başarılı bir şekilde katıldın,すべてのイベントに参加しました,모든 이벤트에 참여했습니다.,شاركت بنجاح في كل الفعاليات
laneQuestFailedInTime,You have failed\nto apply in time,Вы не успели принять участие во всех Спортивных Событиях,Vous avez échoué\nà postuler à temps,Du hast dich nicht\nrechtzeitig angemeldet,No te has\npresentado a tiempo,Non sei riuscito a\niscriverti in tempo,Você não se inscreveu\n a tempo,你未能\n及时报名,Zamanında başvurmakta\nbaşarısız oldun,締め切り前に\n応募できませんでした,시간 내에 신청하지\n못했습니다.,فشلت في التقدم في الوقت المناسب
laneQuestEventsEnded,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
laneQuestSuccessHeader,<color=#0080B0FF>Success!</color>,<color=#0080B0FF>Успех!</color>,<color=#0080B0FF>Succès !</color>,<color=#0080B0FF>Erfolgreich!</color>,<color=#0080B0FF>¡Éxito!</color>,<color=#0080B0FF>Complimenti!</color>,<color=#0080B0FF>Sucesso!</color>,<color=#0080B0FF>成功！</color>,<color=#0080B0FF>Başarı!</color>,<color=#0080B0FF>成功!</color=#0080B0FF>,<color=#0080B0FF>성공!</color>,<color=#0080B0FF>نجاح!</color>
laneQuestNextSportEventWillRequire,Next Sport Events will require the following Professionals:,В следующих Соревнованиях \nпотребуются следующие Профессионалы:,Les prochains Événements sportifs nécessiteront les Professionnels suivants :,Für das nächste Sportevent benötigst du die folgenden Profis:,Se necesitan los siguientes profesionales para los próximos eventos deportivos:,Per i prossimi eventi sportivi sono necessari i seguenti Professionisti:,Os próximos eventos esportivos necessitarão dos seguintes Profissionais:,下一场运动赛事需要以下专业选手：,Bir dahaki Spor Etkinliği aşağıdaki Profesyonelleri gerektirecek:,次のスポーツイベントには以下のプロが必要です：,다음 스포츠 이벤트에는 다음 프로 선수들이 필요합니다:,الفعالية الرياضية التالية ستتطلب المحترفين:
